file_name,class_id,confidence,point1_x,point1_y,point2_x,point2_y,point3_x,point3_y,point4_x,point4_y
144316693.png,9.0,0.968795,1114.428466796875,74.02011108398438,1365.04345703125,74.02011108398438,1365.04345703125,291.893798828125,1114.428466796875,291.893798828125
163017168.png,27.0,0.96733963,753.175537109375,168.6569366455078,994.0057983398438,168.6569366455078,994.0057983398438,436.1717529296875,753.175537109375,436.1717529296875
130250827.png,26.0,0.9724845,1136.157958984375,135.58436584472656,1404.445556640625,135.58436584472656,1404.445556640625,421.99530029296875,1136.157958984375,421.99530029296875
131515855.png,31.0,0.9770156,771.9781494140625,126.14469909667969,1018.5640869140625,126.14469909667969,1018.5640869140625,377.17071533203125,771.9781494140625,377.17071533203125
122109586.png,33.0,0.97754014,895.0316162109375,471.0054016113281,1160.996337890625,471.0054016113281,1160.996337890625,758.3823852539062,895.0316162109375,758.3823852539062
140832660.png,33.0,0.97214305,819.466796875,187.37164306640625,1072.192138671875,187.37164306640625,1072.192138671875,451.310302734375,819.466796875,451.310302734375
140832660.png,20.0,0.8304507,1172.15576171875,175.77333068847656,1437.13427734375,175.77333068847656,1437.13427734375,410.510498046875,1172.15576171875,410.510498046875
140832660.png,22.0,0.5062186,432.17340087890625,172.93446350097656,637.7984619140625,172.93446350097656,637.7984619140625,447.93402099609375,432.17340087890625,447.93402099609375
140832660.png,6.0,0.2671694,1173.6434326171875,176.82907104492188,1436.3994140625,176.82907104492188,1436.3994140625,410.01971435546875,1173.6434326171875,410.01971435546875
083140506.png,22.0,0.9697608,928.1303100585938,131.89295959472656,1144.505615234375,131.89295959472656,1144.505615234375,368.8984680175781,928.1303100585938,368.8984680175781
110007112.png,33.0,0.9724348,929.3937377929688,636.304443359375,1210.176513671875,636.304443359375,1210.176513671875,931.100341796875,929.3937377929688,931.100341796875
164433909.png,20.0,0.9651066,388.1402587890625,259.75457763671875,644.1328735351562,259.75457763671875,644.1328735351562,500.680908203125,388.1402587890625,500.680908203125
125922167.png,25.0,0.94738144,1165.206787109375,137.53660583496094,1441.210205078125,137.53660583496094,1441.210205078125,429.2513427734375,1165.206787109375,429.2513427734375
132259626.png,4.0,0.9750806,1095.448974609375,66.71150207519531,1345.33740234375,66.71150207519531,1345.33740234375,324.42486572265625,1095.448974609375,324.42486572265625
111652153.png,24.0,0.9743181,1141.514404296875,96.68243408203125,1372.388427734375,96.68243408203125,1372.388427734375,365.77716064453125,1141.514404296875,365.77716064453125
152742877.png,30.0,0.61475205,383.88922119140625,312.98583984375,633.7359619140625,312.98583984375,633.7359619140625,558.6666870117188,383.88922119140625,558.6666870117188
135442921.png,2.0,0.5165054,412.9373474121094,229.41720581054688,636.436767578125,229.41720581054688,636.436767578125,471.7064208984375,412.9373474121094,471.7064208984375
134119349.png,21.0,0.95742154,1127.44384765625,58.36801528930664,1401.3037109375,58.36801528930664,1401.3037109375,353.88397216796875,1127.44384765625,353.88397216796875
071722808.png,13.0,0.97228223,1095.818603515625,184.33460998535156,1350.076416015625,184.33460998535156,1350.076416015625,422.0962829589844,1095.818603515625,422.0962829589844
161544056.png,24.0,0.9579626,1185.129150390625,150.17678833007812,1438.238037109375,150.17678833007812,1438.238037109375,428.44049072265625,1185.129150390625,428.44049072265625
161544056.png,28.0,0.9377443,669.2965087890625,0.0,913.3016357421875,0.0,913.3016357421875,222.46664428710938,669.2965087890625,222.46664428710938
161544056.png,24.0,0.2898089,1414.13330078125,621.309814453125,1692.906982421875,621.309814453125,1692.906982421875,902.9921264648438,1414.13330078125,902.9921264648438
180955279.png,10.0,0.9721915,884.89013671875,639.2437744140625,1176.2032470703125,639.2437744140625,1176.2032470703125,909.7421264648438,884.89013671875,909.7421264648438
142308548.png,23.0,0.9732885,778.75244140625,130.01760864257812,1000.9945068359375,130.01760864257812,1000.9945068359375,364.38482666015625,778.75244140625,364.38482666015625
151431587.png,28.0,0.9676624,705.0546875,22.191627502441406,951.1297607421875,22.191627502441406,951.1297607421875,278.4676513671875,705.0546875,278.4676513671875
120803135.png,5.0,0.9758256,1125.249267578125,74.739990234375,1387.784423828125,74.739990234375,1387.784423828125,306.80126953125,1125.249267578125,306.80126953125
120803135.png,24.0,0.9326382,708.529296875,64.20986938476562,944.0941162109375,64.20986938476562,944.0941162109375,327.023193359375,708.529296875,327.023193359375
120803135.png,27.0,0.4490302,710.438232421875,64.61421203613281,954.8895263671875,64.61421203613281,954.8895263671875,326.0604248046875,710.438232421875,326.0604248046875
181315383.png,9.0,0.925601,363.28668212890625,452.72900390625,629.8441162109375,452.72900390625,629.8441162109375,708.4033813476562,363.28668212890625,708.4033813476562
113250734.png,26.0,0.9723084,1148.387939453125,179.60595703125,1423.300537109375,179.60595703125,1423.300537109375,465.7445068359375,1148.387939453125,465.7445068359375
113250734.png,27.0,0.7782847,661.9459838867188,0.0,911.2020263671875,0.0,911.2020263671875,209.5118865966797,661.9459838867188,209.5118865966797
113250734.png,13.0,0.63214934,662.666748046875,0.0,911.701904296875,0.0,911.701904296875,208.364013671875,662.666748046875,208.364013671875
142320543.png,17.0,0.934742,736.0439453125,0.0,1007.8748779296875,0.0,1007.8748779296875,287.8302001953125,736.0439453125,287.8302001953125
125216273.png,0.0,0.9696017,746.8469848632812,129.46713256835938,998.521728515625,129.46713256835938,998.521728515625,370.8974609375,746.8469848632812,370.8974609375
165013678.png,4.0,0.95902324,1476.0306396484375,732.8369750976562,1779.36474609375,732.8369750976562,1779.36474609375,1038.552001953125,1476.0306396484375,1038.552001953125
165013678.png,7.0,0.2649047,828.5121459960938,247.29983520507812,1090.34423828125,247.29983520507812,1090.34423828125,532.1854248046875,828.5121459960938,532.1854248046875
143054289.png,0.0,0.96298695,721.3549194335938,99.7581787109375,969.825439453125,99.7581787109375,969.825439453125,338.9288330078125,721.3549194335938,338.9288330078125
120214350.png,21.0,0.95989895,1070.035888671875,14.644683837890625,1332.521728515625,14.644683837890625,1332.521728515625,307.331787109375,1070.035888671875,307.331787109375
162512260.png,21.0,0.9632459,1126.75634765625,120.58047485351562,1402.29345703125,120.58047485351562,1402.29345703125,420.0885009765625,1126.75634765625,420.0885009765625
090737505.png,23.0,0.97475284,856.7517700195312,440.59295654296875,1096.97119140625,440.59295654296875,1096.97119140625,692.091552734375,856.7517700195312,692.091552734375
141651418.png,13.0,0.97437084,490.06976318359375,297.9135437011719,760.1133422851562,297.9135437011719,760.1133422851562,547.894775390625,490.06976318359375,547.894775390625
114257610.png,14.0,0.97099656,1254.785888671875,339.7411193847656,1529.18603515625,339.7411193847656,1529.18603515625,587.2564086914062,1254.785888671875,587.2564086914062
130503927.png,24.0,0.97168636,421.6781005859375,281.0544738769531,661.515625,281.0544738769531,661.515625,565.66845703125,421.6781005859375,565.66845703125
130503927.png,27.0,0.89549243,1272.27734375,326.56585693359375,1540.342041015625,326.56585693359375,1540.342041015625,606.1290283203125,1272.27734375,606.1290283203125
141756933.png,18.0,0.9791093,1403.503662109375,688.6213989257812,1706.978271484375,688.6213989257812,1706.978271484375,964.2097778320312,1403.503662109375,964.2097778320312
141756933.png,24.0,0.54985255,1060.50244140625,796.5847778320312,1338.400146484375,796.5847778320312,1338.400146484375,1080.0,1060.50244140625,1080.0
115416850.png,9.0,0.96099246,753.18603515625,132.62081909179688,1001.0396118164062,132.62081909179688,1001.0396118164062,357.8348693847656,753.18603515625,357.8348693847656
072544230.png,13.0,0.98244184,985.6635131835938,97.6212158203125,1236.1953125,97.6212158203125,1236.1953125,334.3721923828125,985.6635131835938,334.3721923828125
102644167.png,32.0,0.840969,729.2244873046875,243.115234375,977.3582153320312,243.115234375,977.3582153320312,509.4826354980469,729.2244873046875,509.4826354980469
140135756.png,0.0,0.9674566,431.12274169921875,420.2494812011719,698.0381469726562,420.2494812011719,698.0381469726562,674.107177734375,431.12274169921875,674.107177734375
102454243.png,17.0,0.7240448,700.4317626953125,112.04397583007812,977.5010986328125,112.04397583007812,977.5010986328125,420.2742919921875,700.4317626953125,420.2742919921875
122906435.png,31.0,0.95591867,458.1177978515625,441.5067443847656,721.7874755859375,441.5067443847656,721.7874755859375,716.14501953125,458.1177978515625,716.14501953125
122906435.png,32.0,0.7058268,951.4623413085938,598.4091186523438,1265.861328125,598.4091186523438,1265.861328125,953.3876953125,951.4623413085938,953.3876953125
122906435.png,32.0,0.52014947,457.8816833496094,441.0632629394531,723.0213623046875,441.0632629394531,723.0213623046875,716.2445068359375,457.8816833496094,716.2445068359375
155049701.png,20.0,0.96834654,788.72802734375,266.6166687011719,1050.7666015625,266.6166687011719,1050.7666015625,512.373046875,788.72802734375,512.373046875
155049701.png,5.0,0.63475186,1065.2724609375,0.0,1328.11474609375,0.0,1328.11474609375,237.85165405273438,1065.2724609375,237.85165405273438
155049701.png,27.0,0.28047663,1065.8675537109375,0.0,1327.869873046875,0.0,1327.869873046875,236.63043212890625,1065.8675537109375,236.63043212890625
155049701.png,15.0,0.2781354,1064.392578125,0.0,1328.2261962890625,0.0,1328.2261962890625,237.52163696289062,1064.392578125,237.52163696289062
163157229.png,13.0,0.9677072,1403.1561279296875,657.7593994140625,1698.328857421875,657.7593994140625,1698.328857421875,929.82763671875,1403.1561279296875,929.82763671875
163157229.png,12.0,0.90089095,815.3900146484375,219.57302856445312,1065.55126953125,219.57302856445312,1065.55126953125,453.5180969238281,815.3900146484375,453.5180969238281
163157229.png,14.0,0.37658796,1403.259521484375,656.2872314453125,1699.2425537109375,656.2872314453125,1699.2425537109375,930.7047119140625,1403.259521484375,930.7047119140625
144927812.png,18.0,0.921667,763.1490478515625,140.3701171875,1012.6619873046875,140.3701171875,1012.6619873046875,376.28021240234375,763.1490478515625,376.28021240234375
155011022.png,20.0,0.97045755,1178.73291015625,308.6446838378906,1454.04541015625,308.6446838378906,1454.04541015625,560.5589599609375,1178.73291015625,560.5589599609375
155011022.png,12.0,0.67056847,1178.900146484375,310.0546875,1453.655029296875,310.0546875,1453.655029296875,559.9310302734375,1178.900146484375,559.9310302734375
145909176.png,5.0,0.95018464,739.4935302734375,48.194950103759766,988.8956298828125,48.194950103759766,988.8956298828125,278.77557373046875,739.4935302734375,278.77557373046875
075628479.png,27.0,0.9705155,726.4052734375,89.95242309570312,969.0841064453125,89.95242309570312,969.0841064453125,354.75982666015625,726.4052734375,354.75982666015625
161056915.png,27.0,0.9696973,718.0546264648438,34.06460952758789,958.833251953125,34.06460952758789,958.833251953125,295.91558837890625,718.0546264648438,295.91558837890625
102038264.png,30.0,0.8999766,766.5877075195312,124.16972351074219,1009.6155395507812,124.16972351074219,1009.6155395507812,354.8632507324219,766.5877075195312,354.8632507324219
102038264.png,13.0,0.54917103,766.5159301757812,124.38409423828125,1010.2430419921875,124.38409423828125,1010.2430419921875,354.40753173828125,766.5159301757812,354.40753173828125
161528483.png,5.0,0.9648304,436.4571533203125,405.251220703125,704.5625,405.251220703125,704.5625,664.13720703125,436.4571533203125,664.13720703125
105327040.png,5.0,0.9694383,1116.484130859375,151.482177734375,1386.183837890625,151.482177734375,1386.183837890625,388.249267578125,1116.484130859375,388.249267578125
113836873.png,17.0,0.9229222,799.765380859375,142.2532958984375,1078.0882568359375,142.2532958984375,1078.0882568359375,456.44500732421875,799.765380859375,456.44500732421875
113836873.png,25.0,0.7564718,801.1532592773438,143.8531951904297,1079.43603515625,143.8531951904297,1079.43603515625,456.7478942871094,801.1532592773438,456.7478942871094
114843919.png,16.0,0.96126556,800.461669921875,138.54837036132812,1086.25927734375,138.54837036132812,1086.25927734375,447.4498291015625,800.461669921875,447.4498291015625
111729218.png,27.0,0.2561836,1262.1968994140625,242.21951293945312,1561.6651611328125,242.21951293945312,1561.6651611328125,588.2626953125,1262.1968994140625,588.2626953125
081102423.png,12.0,0.9571169,1055.58984375,36.72930908203125,1298.86572265625,36.72930908203125,1298.86572265625,256.4830627441406,1055.58984375,256.4830627441406
115352125.png,14.0,0.9643406,470.10809326171875,237.33709716796875,724.1553955078125,237.33709716796875,724.1553955078125,480.2796936035156,470.10809326171875,480.2796936035156
100412466.png,23.0,0.97742665,906.7575073242188,482.4580078125,1150.18994140625,482.4580078125,1150.18994140625,739.88037109375,906.7575073242188,739.88037109375
103519543.png,3.0,0.8334415,1111.602294921875,149.04689025878906,1370.405517578125,149.04689025878906,1370.405517578125,418.96575927734375,1111.602294921875,418.96575927734375
103519543.png,32.0,0.73202235,1113.1197509765625,150.32015991210938,1370.69091796875,150.32015991210938,1370.69091796875,420.0837707519531,1113.1197509765625,420.0837707519531
095007510.png,11.0,0.94975,1149.342041015625,205.71437072753906,1439.4971923828125,205.71437072753906,1439.4971923828125,546.3522338867188,1149.342041015625,546.3522338867188
164028410.png,13.0,0.97877425,492.6715393066406,684.7489624023438,776.136962890625,684.7489624023438,776.136962890625,952.988525390625,492.6715393066406,952.988525390625
114255334.png,14.0,0.9698499,731.412353515625,221.5634765625,988.8184814453125,221.5634765625,988.8184814453125,458.23333740234375,731.412353515625,458.23333740234375
